EngineID,Cycle,Altitude_m,Mach,Tamb_K,Pamb_Pa,RPM_rev_min,FuelFlow_kg_s,P2_Pa,T2_K,P3_Pa,T3_K,P4_Pa,T4_K,CompressorHealth,CombustorHealth,TurbineHealth,OverallHealth,Thrust_N,TSFC_g_N_s
1,1,7193.924836585455,0.14112624289216102,240.05208103555216,39779.10396839329,37691.7359482254,0.301736202982403,76228.31340190716,302.3702051337583,74966.68327486744,990.924428376197,59230.69499453812,937.0868983839179,0.9972206939489918,0.999261760970851,0.998727385402894,0.9982850214917203,21227.13610946445,0.014347225190070293
1,2,4452.60404470065,0.41127207611163147,259.89102512552887,58203.85570456829,69050.9337686756,0.5647129075909856,373737.91368997586,462.4393907087101,350404.1912005826,1008.6666523650737,152476.3977215352,795.3695166838233,0.9931565457646512,0.9981822422870998,0.9968664552968635,0.9957772275810495,39800.42238362171,0.014055449022451875
1,3,11063.427428868097,0.23429198873650595,217.69794136602232,23132.70217239791,62807.616034653554,0.749029802358647,118005.7060648584,363.1024895127166,109746.61162267851,1189.2539749880623,66876.77922041072,1042.2361772011584,0.9884070488970544,0.9969206813462997,0.9946917113385935,0.9928465373642897,47814.863805661014,0.01591722482059715
1,4,9654.38239794929,0.06739339929769159,227.5960581682902,28176.0908337657,79262.15961884682,1.5801270411170802,188014.3301635191,420.7598654675898,181026.3142035223,1711.6883268470326,116671.63215950309,1496.609769343458,0.9831494391003375,0.9955241554938967,0.9922843078895337,0.989602314655164,84197.57388853369,0.018884636591061214
1,5,7687.908866480688,0.8016678492694637,241.98593931491692,37542.90969305548,54514.70285189903,0.41144753908139786,212538.51394461654,411.86461444134454,199843.62005270293,988.374556442695,110707.08438471565,820.9579210419845,0.9774784965710277,0.9940178402373674,0.989687643790763,0.9861030438368501,26132.288521143775,0.015891055326170387
1,6,2988.333338161026,0.3685563222465385,270.0526238992288,70983.43676983345,67864.6906936383,0.6137610032013919,420142.1514064564,476.0699566949413,392515.7893780208,1091.6908011493385,178031.41527636573,861.8212226621505,0.9714548060308554,0.9924178280851763,0.9869294601401745,0.9823861088799474,41695.6636159,0.014673868810942872
1,7,5057.250681309782,0.7374851638402087,253.8276757943832,52949.94815526623,73201.93364892599,0.21216093255144344,453907.65379367105,493.2687552295922,426229.5615891972,705.2990638025743,94760.51998782321,443.87450795990424,0.9651210160628511,0.990735447350202,0.9840292852690542,0.9784778262109173,18331.692682698882,0.011592701156108186
1,8,3598.639698380143,0.25636149170655426,265.94601851197206,64650.55827562353,31752.84116951328,1.2917480596479411,79697.92261010055,282.7780767990974,76035.58527924151,4265.85098113165,73891.27318239807,4332.489577315309,0.9585090521733043,0.9889791780826209,0.98100173752622,0.9743978955519739,40833.417609732314,0.031768484665232466
1,9,8700.118360863817,0.33113208244019116,230.2075730791778,32232.33481007107,62141.05633841344,1.3520626654974839,157197.86688886897,388.2526514246319,150293.56315443953,1869.4130560472418,107913.18020113782,1706.4465651243122,0.9516438590033877,0.9871556460758303,0.977858238796809,0.9701617090631468,62977.01032021104,0.02128321863096531
1,10,4632.546200941561,0.8454012017104074,260.67764305893473,56944.501462874105,37127.52092659869,0.8345861706454993,154990.5774780049,353.6096107778111,145593.15309320673,2322.6249742208024,134994.35342103417,2209.4058455194895,0.9445455537465847,0.9852701948569963,0.9746080005291503,0.9657816801144778,31480.25459087171,0.025854918979164695
1,11,10777.503451127386,0.8017605142189426,218.55684234646034,23178.62938477714,69355.76949432444,1.3736208502461724,191471.34439023182,424.5426526072734,179215.061956199,1716.2405558884907,117367.22577138511,1550.885894224396,0.9372307609617009,0.9833272402399686,0.9712586349314062,0.9612680669360927,61851.203305542025,0.021918037008606554
1,12,10120.881331686824,0.5895677047012771,223.8604434956677,25593.57582753511,58768.663007041585,0.37059758110999014,136957.86891410427,381.9190620362262,124865.74531141006,822.4323068400146,58267.83731387166,667.3306403261201,0.9297134878340814,0.9813305028120883,0.9678165557443474,0.9566295127005633,26767.53778290408,0.013770955889935965
1,13,291.6104932373799,0.5830754790102664,284.9581662998789,98627.09858888615,39058.66510060296,1.886349306417706,231758.8896602353,379.5437244125186,223806.956154553,4499.781613125184,209079.61619809366,4487.78478707593,0.9220057240061723,0.9792831672611287,0.9642872528973706,0.9518734156500187,56261.27598894188,0.03364348601349317
1,14,1172.2833277905443,0.5536486468781254,283.01806051316885,89010.87376603372,79121.47387621203,0.458399978206587,694270.0183787101,551.7862835863504,655630.2778512756,920.186177788993,171904.8823272342,632.079827141252,0.914117867565264,0.9771879955261227,0.9606754875637415,0.9470061919530648,33739.20339489765,0.013401360492527862
1,15,6025.185554757517,0.719098560783249,246.16147554133227,46338.403276821744,62549.76467523642,1.4510135137353488,294450.63073762157,455.2364896255286,274834.10555953975,2055.748991199836,191656.19771991004,1842.11796195069,0.9060590365993728,0.9750474095528082,0.9569854348187108,0.9420334679512048,61613.945451185755,0.023753394922962204
1,16,451.67490731246636,0.7408163621549857,286.8044354846267,94832.12677415783,48583.01456263396,0.43661180203894506,397689.837294671,459.37590007120406,372779.9434919575,1129.566302429954,221219.81234302168,959.9126639145715,0.8978373027575564,0.9728635533318991,0.9532207905842909,0.9369602242778796,24665.575757315055,0.017380860150659594
1,17,3237.445005241138,0.39835596654914857,266.13256082430416,67678.19175016454,33976.71683484759,0.24167120263922615,99839.95685028819,307.2668124486878,94314.1877528057,986.5697886451524,82407.70340307549,955.7143219443152,0.889459870063442,0.9706383403955183,0.9493848535060637,0.9317909061958514,15880.286211804103,0.015467689616654474
1,18,2969.2433132869282,0.32337413373051194,268.77471709813403,69682.15416348605,67452.72237265656,0.22567080812801654,361687.6498702895,471.0877776906523,356007.5112884604,705.5001756059294,83932.41781318051,460.8146472513118,0.8809332143222033,0.9683734908464673,0.9454805887861484,0.9265295096186661,22094.70072993463,0.01022454579923287
1,19,7502.716385567677,0.4529605095318721,240.8817999962071,38223.6499345947,72133.61448444129,1.4033923312428733,233850.16066269483,458.2901498742673,225068.00827945812,1675.7408954946984,133698.91307633105,1442.4745756768036,0.8722631935386119,0.966070560687459,0.9415106787424492,0.9211796492444173,67450.58943078473,0.020543164242263615
