EngineID,Cycle,CompressorHealth,CombustorHealth,TurbineHealth,OverallHealth,Thrust_N,TSFC_g_N_s
1,1,0.9972206939489918,0.999261760970851,0.998727385402894,0.9982850214917203,21227.13610946445,0.014347225190070293
1,2,0.9931565457646512,0.9981822422870998,0.9968664552968635,0.9957772275810495,39800.42238362171,0.014055449022451875
1,3,0.9884070488970544,0.9969206813462997,0.9946917113385935,0.9928465373642897,47814.863805661014,0.01591722482059715
1,4,0.9831494391003375,0.9955241554938967,0.9922843078895337,0.989602314655164,84197.57388853369,0.018884636591061214
1,5,0.9774784965710277,0.9940178402373674,0.989687643790763,0.9861030438368501,26132.288521143775,0.015891055326170387
1,6,0.9714548060308554,0.9924178280851763,0.9869294601401745,0.9823861088799474,41695.6636159,0.014673868810942872
1,7,0.9651210160628511,0.990735447350202,0.9840292852690542,0.9784778262109173,18331.692682698882,0.011592701156108186
1,8,0.9585090521733043,0.9889791780826209,0.98100173752622,0.9743978955519739,40833.417609732314,0.031768484665232466
1,9,0.9516438590033877,0.9871556460758303,0.977858238796809,0.9701617090631468,62977.01032021104,0.02128321863096531
1,10,0.9445455537465847,0.9852701948569963,0.9746080005291503,0.9657816801144778,31480.25459087171,0.025854918979164695
1,11,0.9372307609617009,0.9833272402399686,0.9712586349314062,0.9612680669360927,61851.203305542025,0.021918037008606554
1,12,0.9297134878340814,0.9813305028120883,0.9678165557443474,0.9566295127005633,26767.53778290408,0.013770955889935965
1,13,0.9220057240061723,0.9792831672611287,0.9642872528973706,0.9518734156500187,56261.27598894188,0.03364348601349317
1,14,0.914117867565264,0.9771879955261227,0.9606754875637415,0.9470061919530648,33739.20339489765,0.013401360492527862
1,15,0.9060590365993728,0.9750474095528082,0.9569854348187108,0.9420334679512048,61613.945451185755,0.023753394922962204
1,16,0.8978373027575564,0.9728635533318991,0.9532207905842909,0.9369602242778796,24665.575757315055,0.017380860150659594
1,17,0.889459870063442,0.9706383403955183,0.9493848535060637,0.9317909061958514,15880.286211804103,0.015467689616654474
1,18,0.8809332143222033,0.9683734908464673,0.9454805887861484,0.9265295096186661,22094.70072993463,0.01022454579923287
1,19,0.8722631935386119,0.966070560687459,0.9415106787424492,0.9211796492444173,67450.58943078473,0.020543164242263615
1,20,0.8634551365999437,0.9637309653770636,0.9374775634156127,0.9157446132777803,21253.830055406586,0.017945019861601214
1,21,0.8545139153864967,0.961355998983698,0.9333834735876648,0.9102274079260075,77870.45582531953,0.02546420506448956
1,22,0.8454440040561729,0.9589468499327909,0.9292304579277879,0.9046307939806428,47988.030090582,0.03812799888015749
1,23,0.8362495282691685,0.9565046140818415,0.9250204055317823,0.8989573171917545,50496.11403732675,0.016469525199087353
1,24,0.8269343064268596,0.9540303056742877,0.9207550648049115,0.8932093337145037,22118.03630366932,0.009966371225495482
1,25,0.8175018845019867,0.9515248665910976,0.9164360594102728,0.8873890316012056,76436.24026769928,0.025442703059483106
1,26,0.8079555656746351,0.9489891742226753,0.912064901838796,0.8814984490882954,52311.98397680416,0.03735110973167238
1,27,0.798298435720123,0.9464240482123895,0.9076430050340868,0.8755394902619921,68726.46658425753,0.024866572565386463
1,28,0.7885333848936531,0.9438302562695735,0.9031716924131754,0.8695139385622859,24947.42869797411,0.016210234363438523
1,29,0.778663126903856,0.9412085192092754,0.8986522065543,0.863423468490615,30342.207980862357,0.02738949012464897
1,30,0.7686902154501571,0.9385595153449123,0.89408571676919,0.8572696558142936,59176.20473376656,0.01836401259723025
2,1,0.9966994934315256,0.9988259307687845,0.9976001678306033,0.9976076269524266,40219.06886674275,0.025594868590061298
2,2,0.9918731995540293,0.9971091024502177,0.9940909200633637,0.9941092865756862,47673.24512057466,0.018124307439954173
