EngineID,Cycle,Station1_Intake_Temperature_K,Station1_Intake_Pressure_Pa,Station2_Compressor_Exit_Temperature_K,Station2_Compressor_Exit_Pressure_Pa,Station2_Temperature_Rise_K,Station2_Pressure_Ratio,Station2_Temperature_Ratio,Station3_Combustor_Exit_Temperature_K,Station3_Combustor_Exit_Pressure_Pa,Station3_Temperature_Rise_K,Station3_Pressure_Ratio,Station3_Temperature_Ratio,Station4_Turbine_Exit_Temperature_K,Station4_Turbine_Exit_Pressure_Pa,Station4_Temperature_Drop_K,Station4_Pressure_Ratio,Station4_Temperature_Ratio
1,1,240.05208103555216,39779.10396839329,302.3702051337583,76228.31340190716,62.31812409820614,1.9162903584373039,1.2596025155431863,990.924428376197,74966.68327486744,688.5542232424388,0.9834493238701493,3.2771893908589496,937.086898383918,59230.69499453812,53.83752999227909,0.7900935776679239,0.9456693886530769
1,2,259.89102512552887,58203.85570456829,462.4393907087101,373737.9136899759,202.54836558318124,6.4211882385764705,1.7793588312076156,1008.6666523650736,350404.1912005826,546.2272616563635,0.9375666165120482,2.181186708206765,795.3695166838233,152476.3977215352,213.2971356812502,0.4351443320329831,0.7885355531670237
1,3,217.69794136602232,23132.70217239791,363.1024895127166,118005.7060648584,145.40454814669428,5.101250393724586,1.6679188017778317,1189.2539749880625,109746.61162267852,826.1514854753459,0.9300110586377873,3.275257012376976,1042.2361772011584,66876.77922041072,147.0177977869041,0.6093744329013162,0.8763781321072482
1,4,227.5960581682902,28176.0908337657,420.7598654675898,188014.3301635191,193.1638072992996,6.6728323411779416,1.8487133250632553,1711.6883268470326,181026.3142035223,1290.9284613794428,0.9628325354034493,4.068088397511098,1496.609769343458,116671.63215950307,215.07855750357453,0.6445009537582075,0.874347126091726
1,5,241.9859393149169,37542.90969305548,411.8646144413445,212538.5139446165,169.8786751264276,5.661215810982571,1.7020187850887898,988.374556442695,199843.62005270293,576.5099420013505,0.9402701484248561,2.3997559435479348,820.9579210419845,110707.08438471564,167.41663540071056,0.5539685698023278,0.8306141793013495
1,6,270.0526238992288,70983.43676983345,476.0699566949413,420142.1514064564,206.0173327957125,5.918875874787292,1.7628784709479017,1091.6908011493383,392515.7893780208,615.620844454397,0.934245202639263,2.293131053108814,861.8212226621505,178031.41527636573,229.86957848718782,0.4535649777515287,0.7894371022956502
1,7,253.8276757943832,52949.94815526623,493.2687552295922,453907.6537936711,239.44107943520902,8.572390901359682,1.943321403727353,705.2990638025743,426229.5615891972,212.0303085729821,0.9390226360513072,1.4298474337266558,443.8745079599042,94760.5199878232,261.42455584267015,0.22232273058327662,0.6293422616595908
1,8,265.94601851197206,64650.55827562353,282.7780767990974,79697.92261010055,16.832058287125335,1.2327491785968168,1.0632912588099814,4265.85098113165,76035.58527924151,3983.0729043325523,0.9540472673450225,15.085508146242779,4332.489577315309,73891.27318239807,-66.6385961836595,0.9717985718270146,1.0156214074233745
1,9,230.2075730791778,32232.33481007107,388.2526514246319,157197.86688886897,158.0450783454541,4.877023889679631,1.6865329243147702,1869.4130560472415,150293.56315443953,1481.1604046226096,0.9560788968001045,4.814939573980307,1706.4465651243122,107913.18020113782,162.96649092292932,0.7180159810985901,0.9128247818769856
1,10,260.67764305893473,56944.501462874105,353.6096107778111,154990.5774780049,92.93196771887636,2.7217830255139477,1.35650148830702,2322.6249742208024,145593.15309320673,1969.0153634429912,0.9393677697205057,6.5683310165464155,2209.405845519489,134994.35342103415,113.21912870131337,0.9272026228775513,0.9512538055183462
1,11,218.55684234646037,23178.62938477714,424.5426526072734,191471.34439023185,205.98581026081303,8.260684495692532,1.9424816356665717,1716.2405558884907,179215.061956199,1291.6979032812174,0.9359889466851306,4.042563321608378,1550.885894224396,117367.22577138511,165.3546616640947,0.654895991945533,0.9036529808733652
1,12,223.8604434956677,25593.57582753511,381.9190620362262,136957.86891410427,158.05861854055848,5.351259622219602,1.706058721551748,822.4323068400146,124865.74531141006,440.5132448037884,0.9117091723274549,2.1534204196437945,667.3306403261201,58267.83731387166,155.10166651389443,0.4666438915537168,0.8114110240758503
1,13,284.9581662998789,98627.09858888616,379.5437244125186,231758.8896602353,94.58555811263972,2.349850020695541,1.3319278732763236,4499.781613125184,223806.956154553,4120.237888712665,0.9656887659526673,11.855766078309491,4487.78478707593,209079.6161980937,11.996826049254196,0.9341962367501699,0.9973339092692274
1,14,283.01806051316885,89010.87376603372,551.7862835863504,694270.0183787101,268.7682230731815,7.799833761924506,1.949650430738768,920.186177788993,655630.2778512756,368.3998942026426,0.9443447945258133,1.6676496048582745,632.079827141252,171904.8823272342,288.1063506477409,0.26219790045484964,0.6869042835005437
1,15,246.1614755413323,46338.403276821744,455.2364896255286,294450.6307376216,209.07501408419628,6.354354270228048,1.8493409199161672,2055.748991199836,274834.10555953975,1600.5125015743074,0.9333792387235138,4.515782539512304,1842.11796195069,191656.19771991004,213.63102924914597,0.697352307602849,0.8960811703356545
1,16,286.8044354846267,94832.12677415783,459.37590007120406,397689.837294671,172.57146458657735,4.193619302051161,1.601704308704206,1129.566302429954,372779.9434919575,670.1904023587499,0.9373635143101323,2.458915024177083,959.9126639145716,221219.81234302168,169.65363851538245,0.5934327106517048,0.8498063919307624
1,17,266.13256082430416,67678.19175016454,307.2668124486878,99839.9568502882,41.13425162438364,1.4752160817010227,1.1545630173811754,986.5697886451524,94314.1877528057,679.3029761964646,0.9446537311132005,3.210791887294711,955.7143219443152,82407.70340307549,30.855466700837155,0.8737572296022238,0.9687244966793371
1,18,268.77471709813403,69682.15416348605,471.0877776906523,361687.6498702895,202.31306059251824,5.1905348537548,1.7527235551647904,705.5001756059294,356007.5112884604,234.4123979152771,0.9842954588472509,1.4975981314234137,460.8146472513118,83932.41781318051,244.6855283546176,0.23576024424151268,0.6531743905740834
1,19,240.8817999962071,38223.6499345947,458.2901498742673,233850.16066269483,217.4083498780602,6.117944284829963,1.9025519980400492,1675.7408954946984,225068.00827945807,1217.450745620431,0.9624453865742512,3.6565064642005525,1442.4745756768036,133698.91307633105,233.26631981789478,0.5940378381556671,0.8607980980561843
1,20,219.4577931423033,22995.59846821496,239.3501855984603,29143.836382846435,19.892392456157012,1.2673658579979863,1.090643363224099,1297.2327600767692,27524.834589915838,1057.882574478309,0.9444478835365849,5.419810963727592,1281.1132683876249,25819.47071608237,16.119491689144297,0.9380427203563194,0.9875739403249496
1,21,272.47402748481943,79125.67705708343,532.8296513341436,527838.4789703321,260.35562384932416,6.67088736049026,1.955524554955351,2377.184865917494,503561.56822054606,1844.3552145833503,0.9540069325806948,4.461435019551368,2104.769322098168,326921.0636999103,272.4155438193261,0.6492176614175764,0.8854041401133583
1,22,222.47376206043825,23784.94076430405,212.21018128247425,23345.18629517403,-10.263580777963995,0.9815112228578683,0.9538661068033014,6233.529063803641,22082.76713462279,6021.318882521167,0.9459237915436036,29.374316661584455,6202.0588805137095,21888.63834112293,31.47018328993181,0.9912090367879896,0.9949514660206414
1,23,244.22391134654265,43529.881136362426,460.4192673452207,259197.67546365337,216.19535599867805,5.954476986778035,1.8852341886045165,1187.8101102195333,241810.85856567905,727.3908428743125,0.9329206295277427,2.5798444905845295,940.1168399416928,104426.06810938216,247.6932702778405,0.43185020196691726,0.7914706499407878
1,24,220.2185034307347,23236.98160761747,335.6985385486447,74862.16270856529,115.48003511791,3.221681885052757,1.5243884293048606,622.3589976428133,71914.57740093062,286.6604590941686,0.9606265007449828,1.8539222730415008,481.7681972110104,28937.889599209047,140.5908004318029,0.4023925418886571,0.7741001560766518
1,25,209.78864910088123,19896.304885483,341.50972288150814,69169.38691507997,131.7210737806269,3.4764941185409874,1.6278751226301384,2653.81955420044,64828.151982695774,2312.309831318932,0.9372376259787588,7.7708462640790525,2448.526525544513,53414.57943725149,205.29302865592717,0.8239411089723666,0.9226424312342596
1,26,262.0773922706886,60297.7768376061,293.7779962275528,85986.65564245224,31.7006039568642,1.4260335977897063,1.12095894148749,5476.911447044728,81059.57792804514,5183.133450817176,0.9426995075271357,18.64302812795569,5409.513448257353,80178.96932219778,67.3979987873754,0.9891362794088435,0.9876941594840387
1,27,258.15977270584546,57142.92085494464,540.490967095593,460748.87608447263,282.3311943897475,8.063096341436028,2.0936296985024216,2005.8670020006111,429824.1546606543,1465.376034905018,0.932881612893726,3.7111943105717935,1759.2460910489035,249248.015515146,246.62091095170763,0.5798836868810386,0.8770502178331201
1,28,236.0281409660888,35817.338643840856,358.0035357456697,109174.7031140942,121.97539477958088,3.0480964596421196,1.5167832711825053,968.915668039242,101614.5134800482,610.9121322935723,0.9307514523200019,2.7064416166201557,850.0820714354945,63322.84155861424,118.83359660374742,0.6231672955955011,0.8773540355227958
1,29,273.9448017202961,74048.73075351464,257.27837398243406,63132.53153005089,-16.666427737862023,0.8525808732657362,0.9391613652341583,2896.8107640361186,60860.8152856953,2639.5323900536846,0.9640167091466266,11.259441356053895,2932.770789497168,61907.83364992893,-35.960025461049554,1.0172034889660724,1.0124136605357494
1,30,267.67752688389004,69164.99069391926,525.3284903073479,414803.54223645607,257.6509634234579,5.997304967076706,1.9625423785957894,1366.2702220183858,399178.4004604539,840.9417317110378,0.9623312238565813,2.60079216571528,1062.006184693107,162121.30798392242,304.2640373252789,0.4061374758677194,0.7773031773496528
2,1,279.73327167805866,78294.64076413686,326.3457999524504,134921.76459322782,46.612528274391764,1.7232567041169595,1.1666320491472946,2937.641245912947,129107.91308611304,2611.2954459604966,0.956909461385694,9.001621121953983,2842.028980548,119106.82059658518,95.61226536494678,0.9225369518376672,0.9674527087002304
